temp_c,swvl1,swvl2,solar_MJ,evap_mm,rain_mm,sp,soil_avg,rain_3d,soil_lag1,irrigate,evapotranspiration,humidity,solar_radiation,temperature,rainfall,wind_speed,rain_event,dryness_index,heat_stress,month,NDVI,NDWI
22.741918819444468,0.17977057572222216,0.21063719895833327,21.031106875000003,-9.071221314583333,0.027170777085,92211.76736111111,0.19520388734027774,0.16299858554784108,0.19526894916319443,1,0.07,44.38,26.55,21.87,0.0,3.46,0,0.07,0,3,0.204767412,-0.24220194
22.718420486111132,0.17968199037499993,0.2101978727777777,22.051063055555556,-9.667726089583333,0.0076711167,92245.39930555556,0.19493993157638884,0.0076711167001137,0.19500414571874997,1,0.05,42.38,26.69,22.23,0.0,3.76,0,0.05,0,3,0.195966596,-0.23654651999999998
23.44622611111113,0.1796062249722222,0.2097667052083333,22.092165375,-10.082654124305556,0.0115871409,92218.14249999999,0.19468646509027776,0.0422716077004548,0.1947489838923611,1,0.04,38.03,26.18,22.66,0.0,3.68,0,0.04,0,3,0.18716578,-0.2308911
23.948631597222242,0.17953024990277774,0.20933670451388886,21.94351081944444,-10.2052239875,0.0117480726,92174.78111111111,0.19443347720833332,0.0313281936004548,0.19449710843402773,1,0.03,39.88,26.17,22.99,0.0,3.45,0,0.03,0,3,0.186017336,-0.227222773
23.64927041666669,0.1794649762083333,0.20892948555555552,22.100535791666665,-10.024656609027778,0.027117128879999976,92037.5,0.1941972308819444,0.0543951900004548,0.19425243788888885,1,0.02,38.68,26.54,23.14,0.0,3.58,0,0.02,0,3,0.184868892,-0.223554446
23.336241944444467,0.1794535315347222,0.20858764611111108,20.296006388888888,-9.124407215972223,0.1363743063725,91975.27527777778,0.19402058882291662,0.2213846772129548,0.19405009988541663,1,0.01,41.3,21.56,23.57,0.0,3.57,0,0.01,0,3,0.183720448,-0.219886119
23.530983888888915,0.1794834139305555,0.20828194138888884,21.17619033333333,-9.40408370763889,0.140258689315,91963.50694444445,0.19388267765972217,0.6085971719504548,0.1939282418506944,1,0.01,45.39,26.09,23.03,0.0,3.51,0,0.01,0,3,0.182572004,-0.216217792
23.507271250000027,0.17943180940277775,0.20798895124999997,20.731130125,-9.179144818055555,0.0154538307,91925.14,0.19371038032638882,0.08498289924034108,0.19375160030208327,1,0.0,46.54,20.27,22.69,0.0,3.07,0,0.0,0,3,0.18142355999999998,-0.212549465
23.163027569444466,0.17938719844444442,0.2077298684722222,20.00009588888889,-8.787008396527778,0.0039160242,91892.60763888889,0.1935585334583333,0.0039160242001137,0.19359328989583327,1,0.0,46.76,22.3,23.53,0.0,3.35,0,0.0,0,3,0.18027511599999999,-0.208881138
23.42097180555558,0.1793461904513889,0.20746315916666663,21.737505819444447,-8.736400623611111,0.019365547679999998,91879.43291666667,0.19340467480902773,0.0427544062204548,0.19344642413888885,1,0.0,50.51,25.48,24.02,0.0,3.58,0,0.0,0,3,0.179126672,-0.205212811
23.949442708333354,0.17931217606944436,0.20719655354166666,22.188319277777776,-8.545884227777778,0.06437633904250001,91862.1725,0.1932543648055555,0.1719444966429548,0.1932894920381944,1,0.0,50.8,26.29,24.43,0.0,3.58,0,0.0,0,3,0.177978228,-0.201544484
